Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Año;Total
25 Lleida;60-64 años;TOTAL;Ambos sexos;2007;19.569
25 Lleida;60-64 años;TOTAL;Ambos sexos;2006;18.823
25 Lleida;60-64 años;TOTAL;Ambos sexos;2005;18.449
25 Lleida;60-64 años;TOTAL;Ambos sexos;2004;16.556
25 Lleida;60-64 años;TOTAL;Ambos sexos;2003;15.575
25 Lleida;60-64 años;TOTAL;Ambos sexos;2002;15.647
25 Lleida;60-64 años;TOTAL;Ambos sexos;2001;16.580
25 Lleida;60-64 años;TOTAL;Ambos sexos;2000;16.936
25 Lleida;60-64 años;TOTAL;Ambos sexos;1999;19.267
25 Lleida;60-64 años;TOTAL;Ambos sexos;1998;20.545
27 Lugo;20-24 años;TOTAL;Ambos sexos;2022;12.016
27 Lugo;20-24 años;TOTAL;Ambos sexos;2021;12.001
27 Lugo;20-24 años;TOTAL;Ambos sexos;2020;12.038
27 Lugo;20-24 años;TOTAL;Ambos sexos;2019;12.181
27 Lugo;20-24 años;TOTAL;Ambos sexos;2018;12.536
27 Lugo;20-24 años;TOTAL;Ambos sexos;2017;12.992
27 Lugo;20-24 años;TOTAL;Ambos sexos;2016;13.600
27 Lugo;20-24 años;TOTAL;Ambos sexos;2015;14.183
27 Lugo;20-24 años;TOTAL;Ambos sexos;2014;14.911
27 Lugo;20-24 años;TOTAL;Ambos sexos;2013;15.415
27 Lugo;20-24 años;TOTAL;Ambos sexos;2012;16.101
27 Lugo;20-24 años;TOTAL;Ambos sexos;2011;16.807
27 Lugo;20-24 años;TOTAL;Ambos sexos;2010;17.547
27 Lugo;20-24 años;TOTAL;Ambos sexos;2009;18.369
27 Lugo;20-24 años;TOTAL;Ambos sexos;2008;19.067
27 Lugo;20-24 años;TOTAL;Ambos sexos;2007;19.509
27 Lugo;20-24 años;TOTAL;Ambos sexos;2006;20.432
27 Lugo;20-24 años;TOTAL;Ambos sexos;2005;21.447
27 Lugo;20-24 años;TOTAL;Ambos sexos;2004;22.200
27 Lugo;20-24 años;TOTAL;Ambos sexos;2003;23.077
27 Lugo;20-24 años;TOTAL;Ambos sexos;2002;23.768
27 Lugo;20-24 años;TOTAL;Ambos sexos;2001;24.203
27 Lugo;20-24 años;TOTAL;Ambos sexos;2000;24.389
27 Lugo;20-24 años;TOTAL;Ambos sexos;1999;24.364
27 Lugo;20-24 años;TOTAL;Ambos sexos;1998;24.140
27 Lugo;25-29 años;TOTAL;Ambos sexos;2022;13.289
27 Lugo;25-29 años;TOTAL;Ambos sexos;2021;13.811
27 Lugo;25-29 años;TOTAL;Ambos sexos;2020;14.310
27 Lugo;25-29 años;TOTAL;Ambos sexos;2019;14.776
27 Lugo;25-29 años;TOTAL;Ambos sexos;2018;15.192
27 Lugo;25-29 años;TOTAL;Ambos sexos;2017;15.797
27 Lugo;25-29 años;TOTAL;Ambos sexos;2016;16.494
27 Lugo;25-29 años;TOTAL;Ambos sexos;2015;17.242
27 Lugo;25-29 años;TOTAL;Ambos sexos;2014;18.163
27 Lugo;25-29 años;TOTAL;Ambos sexos;2013;19.155
27 Lugo;25-29 años;TOTAL;Ambos sexos;2012;20.009
27 Lugo;25-29 años;TOTAL;Ambos sexos;2011;21.073
27 Lugo;25-29 años;TOTAL;Ambos sexos;2010;22.203
27 Lugo;25-29 años;TOTAL;Ambos sexos;2009;23.036
27 Lugo;25-29 años;TOTAL;Ambos sexos;2008;23.681
27 Lugo;25-29 años;TOTAL;Ambos sexos;2007;24.094
27 Lugo;25-29 años;TOTAL;Ambos sexos;2006;24.488
27 Lugo;25-29 años;TOTAL;Ambos sexos;2005;24.438
27 Lugo;25-29 años;TOTAL;Ambos sexos;2004;24.326
27 Lugo;25-29 años;TOTAL;Ambos sexos;2003;24.107
27 Lugo;25-29 años;TOTAL;Ambos sexos;2002;24.035
27 Lugo;25-29 años;TOTAL;Ambos sexos;2001;23.786
27 Lugo;25-29 años;TOTAL;Ambos sexos;2000;23.616
27 Lugo;25-29 años;TOTAL;Ambos sexos;1999;23.384
27 Lugo;25-29 años;TOTAL;Ambos sexos;1998;23.639
27 Lugo;30-34 años;TOTAL;Ambos sexos;2022;15.823
27 Lugo;30-34 años;TOTAL;Ambos sexos;2021;16.404
27 Lugo;30-34 años;TOTAL;Ambos sexos;2020;17.018
27 Lugo;30-34 años;TOTAL;Ambos sexos;2019;17.660
27 Lugo;30-34 años;TOTAL;Ambos sexos;2018;18.490
27 Lugo;30-34 años;TOTAL;Ambos sexos;2017;19.200
27 Lugo;30-34 años;TOTAL;Ambos sexos;2016;20.242
27 Lugo;30-34 años;TOTAL;Ambos sexos;2015;21.353
27 Lugo;30-34 años;TOTAL;Ambos sexos;2014;22.424
27 Lugo;30-34 años;TOTAL;Ambos sexos;2013;23.441
27 Lugo;30-34 años;TOTAL;Ambos sexos;2012;24.368
27 Lugo;30-34 años;TOTAL;Ambos sexos;2011;24.947
27 Lugo;30-34 años;TOTAL;Ambos sexos;2010;25.082
27 Lugo;30-34 años;TOTAL;Ambos sexos;2009;25.073
27 Lugo;30-34 años;TOTAL;Ambos sexos;2008;24.675
27 Lugo;30-34 años;TOTAL;Ambos sexos;2007;24.139
27 Lugo;30-34 años;TOTAL;Ambos sexos;2006;23.874
27 Lugo;30-34 años;TOTAL;Ambos sexos;2005;23.536
27 Lugo;30-34 años;TOTAL;Ambos sexos;2004;23.619
27 Lugo;30-34 años;TOTAL;Ambos sexos;2003;23.936
27 Lugo;30-34 años;TOTAL;Ambos sexos;2002;24.128
27 Lugo;30-34 años;TOTAL;Ambos sexos;2001;24.405
27 Lugo;30-34 años;TOTAL;Ambos sexos;2000;24.498
27 Lugo;30-34 años;TOTAL;Ambos sexos;1999;24.431
27 Lugo;30-34 años;TOTAL;Ambos sexos;1998;24.523
27 Lugo;35-39 años;TOTAL;Ambos sexos;2022;19.271
27 Lugo;35-39 años;TOTAL;Ambos sexos;2021;20.269
27 Lugo;35-39 años;TOTAL;Ambos sexos;2020;21.091
27 Lugo;35-39 años;TOTAL;Ambos sexos;2019;21.909
27 Lugo;35-39 años;TOTAL;Ambos sexos;2018;22.819
27 Lugo;35-39 años;TOTAL;Ambos sexos;2017;23.622
27 Lugo;35-39 años;TOTAL;Ambos sexos;2016;24.205
27 Lugo;35-39 años;TOTAL;Ambos sexos;2015;24.518
27 Lugo;35-39 años;TOTAL;Ambos sexos;2014;24.750
27 Lugo;35-39 años;TOTAL;Ambos sexos;2013;24.703
27 Lugo;35-39 años;TOTAL;Ambos sexos;2012;24.623
27 Lugo;35-39 años;TOTAL;Ambos sexos;2011;24.445
27 Lugo;35-39 años;TOTAL;Ambos sexos;2010;24.313
27 Lugo;35-39 años;TOTAL;Ambos sexos;2009;24.379
27 Lugo;35-39 años;TOTAL;Ambos sexos;2008;24.431
27 Lugo;35-39 años;TOTAL;Ambos sexos;2007;24.464
27 Lugo;35-39 años;TOTAL;Ambos sexos;2006;24.768
27 Lugo;35-39 años;TOTAL;Ambos sexos;2005;24.838
27 Lugo;35-39 años;TOTAL;Ambos sexos;2004;24.943
27 Lugo;35-39 años;TOTAL;Ambos sexos;2003;25.063
27 Lugo;35-39 años;TOTAL;Ambos sexos;2002;25.049
27 Lugo;35-39 años;TOTAL;Ambos sexos;2001;25.177
27 Lugo;35-39 años;TOTAL;Ambos sexos;2000;25.502
27 Lugo;35-39 años;TOTAL;Ambos sexos;1999;25.352
27 Lugo;35-39 años;TOTAL;Ambos sexos;1998;25.418
27 Lugo;40-44 años;TOTAL;Ambos sexos;2022;23.775
27 Lugo;40-44 años;TOTAL;Ambos sexos;2021;24.334
27 Lugo;40-44 años;TOTAL;Ambos sexos;2020;24.471
27 Lugo;40-44 años;TOTAL;Ambos sexos;2019;24.545
27 Lugo;40-44 años;TOTAL;Ambos sexos;2018;24.267
27 Lugo;40-44 años;TOTAL;Ambos sexos;2017;24.090
27 Lugo;40-44 años;TOTAL;Ambos sexos;2016;24.034
27 Lugo;40-44 años;TOTAL;Ambos sexos;2015;23.996
27 Lugo;40-44 años;TOTAL;Ambos sexos;2014;24.192
27 Lugo;40-44 años;TOTAL;Ambos sexos;2013;24.559
27 Lugo;40-44 años;TOTAL;Ambos sexos;2012;24.904
27 Lugo;40-44 años;TOTAL;Ambos sexos;2011;25.342
27 Lugo;40-44 años;TOTAL;Ambos sexos;2010;25.455
27 Lugo;40-44 años;TOTAL;Ambos sexos;2009;25.576
27 Lugo;40-44 años;TOTAL;Ambos sexos;2008;25.414
27 Lugo;40-44 años;TOTAL;Ambos sexos;2007;25.349
27 Lugo;40-44 años;TOTAL;Ambos sexos;2006;25.462
27 Lugo;40-44 años;TOTAL;Ambos sexos;2005;25.727
27 Lugo;40-44 años;TOTAL;Ambos sexos;2004;25.612
27 Lugo;40-44 años;TOTAL;Ambos sexos;2003;25.738
27 Lugo;40-44 años;TOTAL;Ambos sexos;2002;25.402
27 Lugo;40-44 años;TOTAL;Ambos sexos;2001;24.949
27 Lugo;40-44 años;TOTAL;Ambos sexos;2000;24.306
27 Lugo;40-44 años;TOTAL;Ambos sexos;1999;23.678
27 Lugo;40-44 años;TOTAL;Ambos sexos;1998;23.209
27 Lugo;45-49 años;TOTAL;Ambos sexos;2022;24.465
27 Lugo;45-49 años;TOTAL;Ambos sexos;2021;24.202
27 Lugo;45-49 años;TOTAL;Ambos sexos;2020;23.971
27 Lugo;45-49 años;TOTAL;Ambos sexos;2019;23.968
27 Lugo;45-49 años;TOTAL;Ambos sexos;2018;24.247
27 Lugo;45-49 años;TOTAL;Ambos sexos;2017;24.601
27 Lugo;45-49 años;TOTAL;Ambos sexos;2016;24.947
27 Lugo;45-49 años;TOTAL;Ambos sexos;2015;25.199
27 Lugo;45-49 años;TOTAL;Ambos sexos;2014;25.473
27 Lugo;45-49 años;TOTAL;Ambos sexos;2013;25.436
27 Lugo;45-49 años;TOTAL;Ambos sexos;2012;25.593
27 Lugo;45-49 años;TOTAL;Ambos sexos;2011;25.738
27 Lugo;45-49 años;TOTAL;Ambos sexos;2010;26.035
27 Lugo;45-49 años;TOTAL;Ambos sexos;2009;26.024
27 Lugo;45-49 años;TOTAL;Ambos sexos;2008;25.965
27 Lugo;45-49 años;TOTAL;Ambos sexos;2007;25.619
27 Lugo;45-49 años;TOTAL;Ambos sexos;2006;25.136
27 Lugo;45-49 años;TOTAL;Ambos sexos;2005;24.506
27 Lugo;45-49 años;TOTAL;Ambos sexos;2004;23.896
27 Lugo;45-49 años;TOTAL;Ambos sexos;2003;23.386
27 Lugo;45-49 años;TOTAL;Ambos sexos;2002;22.917
27 Lugo;45-49 años;TOTAL;Ambos sexos;2001;22.149
27 Lugo;45-49 años;TOTAL;Ambos sexos;2000;21.679
27 Lugo;45-49 años;TOTAL;Ambos sexos;1999;21.365
27 Lugo;45-49 años;TOTAL;Ambos sexos;1998;21.132
27 Lugo;50-54 años;TOTAL;Ambos sexos;2022;24.687
27 Lugo;50-54 años;TOTAL;Ambos sexos;2021;24.964
27 Lugo;50-54 años;TOTAL;Ambos sexos;2020;25.108
27 Lugo;50-54 años;TOTAL;Ambos sexos;2019;25.184
27 Lugo;50-54 años;TOTAL;Ambos sexos;2018;25.101
27 Lugo;50-54 años;TOTAL;Ambos sexos;2017;25.261
27 Lugo;50-54 años;TOTAL;Ambos sexos;2016;25.364
27 Lugo;50-54 años;TOTAL;Ambos sexos;2015;25.679
27 Lugo;50-54 años;TOTAL;Ambos sexos;2014;25.704
27 Lugo;50-54 años;TOTAL;Ambos sexos;2013;25.801
27 Lugo;50-54 años;TOTAL;Ambos sexos;2012;25.565
27 Lugo;50-54 años;TOTAL;Ambos sexos;2011;25.202
27 Lugo;50-54 años;TOTAL;Ambos sexos;2010;24.625
27 Lugo;50-54 años;TOTAL;Ambos sexos;2009;24.046
27 Lugo;50-54 años;TOTAL;Ambos sexos;2008;23.482
27 Lugo;50-54 años;TOTAL;Ambos sexos;2007;22.959
27 Lugo;50-54 años;TOTAL;Ambos sexos;2006;22.212
27 Lugo;50-54 años;TOTAL;Ambos sexos;2005;21.763
27 Lugo;50-54 años;TOTAL;Ambos sexos;2004;21.410
27 Lugo;50-54 años;TOTAL;Ambos sexos;2003;21.206
27 Lugo;50-54 años;TOTAL;Ambos sexos;2002;20.844
27 Lugo;50-54 años;TOTAL;Ambos sexos;2001;21.031
27 Lugo;50-54 años;TOTAL;Ambos sexos;2000;21.165
27 Lugo;50-54 años;TOTAL;Ambos sexos;1999;21.175
27 Lugo;50-54 años;TOTAL;Ambos sexos;1998;21.074
27 Lugo;55-59 años;TOTAL;Ambos sexos;2022;25.218
27 Lugo;55-59 años;TOTAL;Ambos sexos;2021;25.241
27 Lugo;55-59 años;TOTAL;Ambos sexos;2020;25.427
27 Lugo;55-59 años;TOTAL;Ambos sexos;2019;25.372
27 Lugo;55-59 años;TOTAL;Ambos sexos;2018;25.385
27 Lugo;55-59 años;TOTAL;Ambos sexos;2017;25.037
27 Lugo;55-59 años;TOTAL;Ambos sexos;2016;24.719
27 Lugo;55-59 años;TOTAL;Ambos sexos;2015;24.137
27 Lugo;55-59 años;TOTAL;Ambos sexos;2014;23.702
27 Lugo;55-59 años;TOTAL;Ambos sexos;2013;23.305
27 Lugo;55-59 años;TOTAL;Ambos sexos;2012;22.890
27 Lugo;55-59 años;TOTAL;Ambos sexos;2011;22.222
27 Lugo;55-59 años;TOTAL;Ambos sexos;2010;21.788
27 Lugo;55-59 años;TOTAL;Ambos sexos;2009;21.523
27 Lugo;55-59 años;TOTAL;Ambos sexos;2008;21.279
27 Lugo;55-59 años;TOTAL;Ambos sexos;2007;20.892
27 Lugo;55-59 años;TOTAL;Ambos sexos;2006;21.018
27 Lugo;55-59 años;TOTAL;Ambos sexos;2005;21.195
27 Lugo;55-59 años;TOTAL;Ambos sexos;2004;21.067
27 Lugo;55-59 años;TOTAL;Ambos sexos;2003;21.052
27 Lugo;55-59 años;TOTAL;Ambos sexos;2002;21.112
27 Lugo;55-59 años;TOTAL;Ambos sexos;2001;20.929
27 Lugo;55-59 años;TOTAL;Ambos sexos;2000;20.906
27 Lugo;55-59 años;TOTAL;Ambos sexos;1999;20.080
27 Lugo;55-59 años;TOTAL;Ambos sexos;1998;19.255
27 Lugo;60-64 años;TOTAL;Ambos sexos;2022;24.784
27 Lugo;60-64 años;TOTAL;Ambos sexos;2021;24.347
27 Lugo;60-64 años;TOTAL;Ambos sexos;2020;23.803
27 Lugo;60-64 años;TOTAL;Ambos sexos;2019;23.286
27 Lugo;60-64 años;TOTAL;Ambos sexos;2018;22.807
27 Lugo;60-64 años;TOTAL;Ambos sexos;2017;22.361
27 Lugo;60-64 años;TOTAL;Ambos sexos;2016;21.651
27 Lugo;60-64 años;TOTAL;Ambos sexos;2015;21.310
27 Lugo;60-64 años;TOTAL;Ambos sexos;2014;21.100
27 Lugo;60-64 años;TOTAL;Ambos sexos;2013;20.976
27 Lugo;60-64 años;TOTAL;Ambos sexos;2012;20.729
27 Lugo;60-64 años;TOTAL;Ambos sexos;2011;20.997
27 Lugo;60-64 años;TOTAL;Ambos sexos;2010;21.144
27 Lugo;60-64 años;TOTAL;Ambos sexos;2009;21.079
27 Lugo;60-64 años;TOTAL;Ambos sexos;2008;21.078
27 Lugo;60-64 años;TOTAL;Ambos sexos;2007;21.033
27 Lugo;60-64 años;TOTAL;Ambos sexos;2006;20.832
27 Lugo;60-64 años;TOTAL;Ambos sexos;2005;20.811
27 Lugo;60-64 años;TOTAL;Ambos sexos;2004;19.970
27 Lugo;60-64 años;TOTAL;Ambos sexos;2003;19.303
27 Lugo;60-64 años;TOTAL;Ambos sexos;2002;19.558
27 Lugo;60-64 años;TOTAL;Ambos sexos;2001;20.950
27 Lugo;60-64 años;TOTAL;Ambos sexos;2000;21.858
27 Lugo;60-64 años;TOTAL;Ambos sexos;1999;23.940
27 Lugo;60-64 años;TOTAL;Ambos sexos;1998;25.703
28 Madrid;20-24 años;TOTAL;Ambos sexos;2022;351.780
28 Madrid;20-24 años;TOTAL;Ambos sexos;2021;347.258
28 Madrid;20-24 años;TOTAL;Ambos sexos;2020;344.349
28 Madrid;20-24 años;TOTAL;Ambos sexos;2019;329.980
28 Madrid;20-24 años;TOTAL;Ambos sexos;2018;322.272
28 Madrid;20-24 años;TOTAL;Ambos sexos;2017;316.900
28 Madrid;20-24 años;TOTAL;Ambos sexos;2016;315.586
28 Madrid;20-24 años;TOTAL;Ambos sexos;2015;316.567
28 Madrid;20-24 años;TOTAL;Ambos sexos;2014;323.692
28 Madrid;20-24 años;TOTAL;Ambos sexos;2013;333.338
28 Madrid;20-24 años;TOTAL;Ambos sexos;2012;341.366
28 Madrid;20-24 años;TOTAL;Ambos sexos;2011;353.177
28 Madrid;20-24 años;TOTAL;Ambos sexos;2010;369.248
28 Madrid;20-24 años;TOTAL;Ambos sexos;2009;385.077
28 Madrid;20-24 años;TOTAL;Ambos sexos;2008;392.993
28 Madrid;20-24 años;TOTAL;Ambos sexos;2007;390.345
28 Madrid;20-24 años;TOTAL;Ambos sexos;2006;398.531
28 Madrid;20-24 años;TOTAL;Ambos sexos;2005;416.368
28 Madrid;20-24 años;TOTAL;Ambos sexos;2004;426.334
28 Madrid;20-24 años;TOTAL;Ambos sexos;2003;441.355
28 Madrid;20-24 años;TOTAL;Ambos sexos;2002;441.329
28 Madrid;20-24 años;TOTAL;Ambos sexos;2001;443.055
28 Madrid;20-24 años;TOTAL;Ambos sexos;2000;439.302
28 Madrid;20-24 años;TOTAL;Ambos sexos;1999;450.328
28 Madrid;20-24 años;TOTAL;Ambos sexos;1998;454.159
28 Madrid;25-29 años;TOTAL;Ambos sexos;2022;388.911
28 Madrid;25-29 años;TOTAL;Ambos sexos;2021;393.332
28 Madrid;25-29 años;TOTAL;Ambos sexos;2020;398.126
28 Madrid;25-29 años;TOTAL;Ambos sexos;2019;385.236
28 Madrid;25-29 años;TOTAL;Ambos sexos;2018;375.579
28 Madrid;25-29 años;TOTAL;Ambos sexos;2017;370.969
28 Madrid;25-29 años;TOTAL;Ambos sexos;2016;376.284
28 Madrid;25-29 años;TOTAL;Ambos sexos;2015;385.811
28 Madrid;25-29 años;TOTAL;Ambos sexos;2014;405.104
28 Madrid;25-29 años;TOTAL;Ambos sexos;2013;430.210
28 Madrid;25-29 años;TOTAL;Ambos sexos;2012;454.969
28 Madrid;25-29 años;TOTAL;Ambos sexos;2011;481.070
28 Madrid;25-29 años;TOTAL;Ambos sexos;2010;505.914
28 Madrid;25-29 años;TOTAL;Ambos sexos;2009;526.980
28 Madrid;25-29 años;TOTAL;Ambos sexos;2008;541.246
28 Madrid;25-29 años;TOTAL;Ambos sexos;2007;535.894
28 Madrid;25-29 años;TOTAL;Ambos sexos;2006;548.407
28 Madrid;25-29 años;TOTAL;Ambos sexos;2005;565.848
28 Madrid;25-29 años;TOTAL;Ambos sexos;2004;561.914
28 Madrid;25-29 años;TOTAL;Ambos sexos;2003;556.841
28 Madrid;25-29 años;TOTAL;Ambos sexos;2002;528.838
28 Madrid;25-29 años;TOTAL;Ambos sexos;2001;500.489
28 Madrid;25-29 años;TOTAL;Ambos sexos;2000;466.214
28 Madrid;25-29 años;TOTAL;Ambos sexos;1999;448.595
28 Madrid;25-29 años;TOTAL;Ambos sexos;1998;442.398
28 Madrid;30-34 años;TOTAL;Ambos sexos;2022;421.464
28 Madrid;30-34 años;TOTAL;Ambos sexos;2021;429.134
28 Madrid;30-34 años;TOTAL;Ambos sexos;2020;438.535
28 Madrid;30-34 años;TOTAL;Ambos sexos;2019;435.538
28 Madrid;30-34 años;TOTAL;Ambos sexos;2018;439.372
28 Madrid;30-34 años;TOTAL;Ambos sexos;2017;450.790
28 Madrid;30-34 años;TOTAL;Ambos sexos;2016;468.590
28 Madrid;30-34 años;TOTAL;Ambos sexos;2015;488.923
28 Madrid;30-34 años;TOTAL;Ambos sexos;2014;519.049
28 Madrid;30-34 años;TOTAL;Ambos sexos;2013;556.161
28 Madrid;30-34 años;TOTAL;Ambos sexos;2012;583.426
28 Madrid;30-34 años;TOTAL;Ambos sexos;2011;609.158
28 Madrid;30-34 años;TOTAL;Ambos sexos;2010;625.851
28 Madrid;30-34 años;TOTAL;Ambos sexos;2009;633.201
28 Madrid;30-34 años;TOTAL;Ambos sexos;2008;624.541
28 Madrid;30-34 años;TOTAL;Ambos sexos;2007;601.539
28 Madrid;30-34 años;TOTAL;Ambos sexos;2006;589.222
28 Madrid;30-34 años;TOTAL;Ambos sexos;2005;580.119
28 Madrid;30-34 años;TOTAL;Ambos sexos;2004;553.599
28 Madrid;30-34 años;TOTAL;Ambos sexos;2003;538.858
28 Madrid;30-34 años;TOTAL;Ambos sexos;2002;507.820
28 Madrid;30-34 años;TOTAL;Ambos sexos;2001;479.463
28 Madrid;30-34 años;TOTAL;Ambos sexos;2000;452.056
28 Madrid;30-34 años;TOTAL;Ambos sexos;1999;438.392
28 Madrid;30-34 años;TOTAL;Ambos sexos;1998;433.087
28 Madrid;35-39 años;TOTAL;Ambos sexos;2022;470.648
28 Madrid;35-39 años;TOTAL;Ambos sexos;2021;491.013
28 Madrid;35-39 años;TOTAL;Ambos sexos;2020;511.105
28 Madrid;35-39 años;TOTAL;Ambos sexos;2019;519.992
28 Madrid;35-39 años;TOTAL;Ambos sexos;2018;536.229
28 Madrid;35-39 años;TOTAL;Ambos sexos;2017;551.876
28 Madrid;35-39 años;TOTAL;Ambos sexos;2016;571.262
28 Madrid;35-39 años;TOTAL;Ambos sexos;2015;588.576
28 Madrid;35-39 años;TOTAL;Ambos sexos;2014;607.501
28 Madrid;35-39 años;TOTAL;Ambos sexos;2013;619.125
28 Madrid;35-39 años;TOTAL;Ambos sexos;2012;622.427
28 Madrid;35-39 años;TOTAL;Ambos sexos;2011;617.850
28 Madrid;35-39 años;TOTAL;Ambos sexos;2010;607.009
28 Madrid;35-39 años;TOTAL;Ambos sexos;2009;591.133
28 Madrid;35-39 años;TOTAL;Ambos sexos;2008;575.377
28 Madrid;35-39 años;TOTAL;Ambos sexos;2007;551.659
28 Madrid;35-39 años;TOTAL;Ambos sexos;2006;538.619
28 Madrid;35-39 años;TOTAL;Ambos sexos;2005;531.903
28 Madrid;35-39 años;TOTAL;Ambos sexos;2004;515.217
28 Madrid;35-39 años;TOTAL;Ambos sexos;2003;504.053
28 Madrid;35-39 años;TOTAL;Ambos sexos;2002;477.321
28 Madrid;35-39 años;TOTAL;Ambos sexos;2001;452.093
28 Madrid;35-39 años;TOTAL;Ambos sexos;2000;425.099
28 Madrid;35-39 años;TOTAL;Ambos sexos;1999;407.628
28 Madrid;35-39 años;TOTAL;Ambos sexos;1998;397.081
28 Madrid;40-44 años;TOTAL;Ambos sexos;2022;557.571
28 Madrid;40-44 años;TOTAL;Ambos sexos;2021;577.550
28 Madrid;40-44 años;TOTAL;Ambos sexos;2020;593.803
28 Madrid;40-44 años;TOTAL;Ambos sexos;2019;595.961
28 Madrid;40-44 años;TOTAL;Ambos sexos;2018;593.320
28 Madrid;40-44 años;TOTAL;Ambos sexos;2017;588.300
28 Madrid;40-44 años;TOTAL;Ambos sexos;2016;581.009
28 Madrid;40-44 años;TOTAL;Ambos sexos;2015;572.037
28 Madrid;40-44 años;TOTAL;Ambos sexos;2014;566.244
28 Madrid;40-44 años;TOTAL;Ambos sexos;2013;565.383
28 Madrid;40-44 años;TOTAL;Ambos sexos;2012;562.057
28 Madrid;40-44 años;TOTAL;Ambos sexos;2011;554.663
28 Madrid;40-44 años;TOTAL;Ambos sexos;2010;546.826
28 Madrid;40-44 años;TOTAL;Ambos sexos;2009;538.071
28 Madrid;40-44 años;TOTAL;Ambos sexos;2008;522.804
28 Madrid;40-44 años;TOTAL;Ambos sexos;2007;500.220
28 Madrid;40-44 años;TOTAL;Ambos sexos;2006;488.062
28 Madrid;40-44 años;TOTAL;Ambos sexos;2005;477.712
28 Madrid;40-44 años;TOTAL;Ambos sexos;2004;455.879
28 Madrid;40-44 años;TOTAL;Ambos sexos;2003;442.932
28 Madrid;40-44 años;TOTAL;Ambos sexos;2002;423.336
28 Madrid;40-44 años;TOTAL;Ambos sexos;2001;403.998
28 Madrid;40-44 años;TOTAL;Ambos sexos;2000;382.129
28 Madrid;40-44 años;TOTAL;Ambos sexos;1999;367.732
28 Madrid;40-44 años;TOTAL;Ambos sexos;1998;356.292
28 Madrid;45-49 años;TOTAL;Ambos sexos;2022;588.892
28 Madrid;45-49 años;TOTAL;Ambos sexos;2021;581.533
28 Madrid;45-49 años;TOTAL;Ambos sexos;2020;572.168
28 Madrid;45-49 años;TOTAL;Ambos sexos;2019;554.465
28 Madrid;45-49 años;TOTAL;Ambos sexos;2018;542.464
28 Madrid;45-49 años;TOTAL;Ambos sexos;2017;533.317
28 Madrid;45-49 años;TOTAL;Ambos sexos;2016;524.444
28 Madrid;45-49 años;TOTAL;Ambos sexos;2015;518.964
28 Madrid;45-49 años;TOTAL;Ambos sexos;2014;517.423
28 Madrid;45-49 años;TOTAL;Ambos sexos;2013;513.203
28 Madrid;45-49 años;TOTAL;Ambos sexos;2012;504.531
28 Madrid;45-49 años;TOTAL;Ambos sexos;2011;494.524
28 Madrid;45-49 años;TOTAL;Ambos sexos;2010;484.353
28 Madrid;45-49 años;TOTAL;Ambos sexos;2009;468.564
28 Madrid;45-49 años;TOTAL;Ambos sexos;2008;454.186
28 Madrid;45-49 años;TOTAL;Ambos sexos;2007;437.534
28 Madrid;45-49 años;TOTAL;Ambos sexos;2006;426.307
28 Madrid;45-49 años;TOTAL;Ambos sexos;2005;414.005
28 Madrid;45-49 años;TOTAL;Ambos sexos;2004;395.216
28 Madrid;45-49 años;TOTAL;Ambos sexos;2003;382.815
28 Madrid;45-49 años;TOTAL;Ambos sexos;2002;365.373
28 Madrid;45-49 años;TOTAL;Ambos sexos;2001;351.567
28 Madrid;45-49 años;TOTAL;Ambos sexos;2000;339.648
28 Madrid;45-49 años;TOTAL;Ambos sexos;1999;340.505
28 Madrid;45-49 años;TOTAL;Ambos sexos;1998;342.351
28 Madrid;50-54 años;TOTAL;Ambos sexos;2022;530.482
28 Madrid;50-54 años;TOTAL;Ambos sexos;2021;521.149
28 Madrid;50-54 años;TOTAL;Ambos sexos;2020;516.329
28 Madrid;50-54 años;TOTAL;Ambos sexos;2019;506.467
28 Madrid;50-54 años;TOTAL;Ambos sexos;2018;495.702
28 Madrid;50-54 años;TOTAL;Ambos sexos;2017;483.307
28 Madrid;50-54 años;TOTAL;Ambos sexos;2016;471.884
28 Madrid;50-54 años;TOTAL;Ambos sexos;2015;461.621
28 Madrid;50-54 años;TOTAL;Ambos sexos;2014;451.215
28 Madrid;50-54 años;TOTAL;Ambos sexos;2013;444.379
28 Madrid;50-54 años;TOTAL;Ambos sexos;2012;437.320
28 Madrid;50-54 años;TOTAL;Ambos sexos;2011;427.911
28 Madrid;50-54 años;TOTAL;Ambos sexos;2010;414.882
28 Madrid;50-54 años;TOTAL;Ambos sexos;2009;399.338
28 Madrid;50-54 años;TOTAL;Ambos sexos;2008;385.217
28 Madrid;50-54 años;TOTAL;Ambos sexos;2007;369.212
28 Madrid;50-54 años;TOTAL;Ambos sexos;2006;360.566
28 Madrid;50-54 años;TOTAL;Ambos sexos;2005;354.507
28 Madrid;50-54 años;TOTAL;Ambos sexos;2004;351.139
28 Madrid;50-54 años;TOTAL;Ambos sexos;2003;353.996
28 Madrid;50-54 años;TOTAL;Ambos sexos;2002;346.994
28 Madrid;50-54 años;TOTAL;Ambos sexos;2001;340.856
28 Madrid;50-54 años;TOTAL;Ambos sexos;2000;339.032
28 Madrid;50-54 años;TOTAL;Ambos sexos;1999;336.099
28 Madrid;50-54 años;TOTAL;Ambos sexos;1998;323.372
